premise,hypothesis,label
شیوه حکومت ایلامی‌ها تا قبل از سده دوازدهم پیش از میلاد، حکومتی سه نفره بود. به این صورت که علاوه بر شاه، دو زمام‌دار مقتدر دیگر که مرئوس شاه محسوب می‌شوند، در حکومت بر ایلام سهیم بودند. این دو نفر، برادر و پسر شاه بودند که برادر جوان‌تر شاه نایب‌السلطنه و جانشین او بود و پس از شخص شاه، مقام برتر را داشت و پس از او حاکم شوش بود که می‌بایست پسر شاه باشد.,نایب السلطنه و جانشین بعدی شاه در ایلام برادر شاه بود.,e
پروفسور والتر هینتس آلمانی برای نخستین بار با تکیه بر کتیبه ها و نگاره های به دست آمده ، تاریخ و تمدن ایلام را کاویده است و درباره ی مردمان اولیه ی ایلام اظهار نظر کرده است.,نخستین منبع ایلام شناسی متعلق به پروفسور هینتس است.,e
نام حافظ، «محمّد» است اما براساس منابع نزدیک به روزگار او، نام و لقب «شَمس‌ُالدّین» و تخلص «حافظ»، تنها عنوان‌هایی است که در زمان حیاتش به آن‌ها خوانده می‌شده‌است؛ و لقب‌ها و عنوان‌هایی مانند «خواجه»، «لِسان‌ُالْغِیب»، «تَرجُمانُ الاَسرار»، «مَخزَنُ الْمَعارِفُ السُّبحانیّه»، «مَعدِنُ اللَّطائِفُ الرُّوحانیّه»، «عُمدَةُالْعارفین»، «قُدوَةُالسّالِکین»، «سلطانُ الشُّعراء»، نسبت «شیرازی» و بسیاری دیگر پس از مرگ به او داده شده‌است.,لقب لسان‌الغیب حافظ در زمان حیات او داده نشده است.,e
آنه‌ماری شیمل می‌گوید حدود سال ۷۵۰ ه.ق در شیراز و دیگر شهرهای ایران شاعران کم‌شمار نبودند و به‌باور ادوارد بِراوْن، سدهٔ هشتم هجری، پربارترینِ روزگارِ ادبیِ ایران بوده که تحت حمایتِ شماری از حکومت‌های کوچک قرار داشته که سعی در رقابت برای پشتیبانی از شاعران و نویسندگان داشتند.,به عقیده ادوارد بِراوْن، پربارترین زمان در ادبیات فارسی قرن هشتم هجری است.,e
یکی از دلایل اصلی دیکتاتوری و استبداد حکومت در بریتانیا، نحوه تعیین پادشاه یا ملکه به این مقام است که کلاً انتصابی است. انتصابی که به صورت موروثی است.,در کشور انگلستان رژیم سلطنتی به صورت موروثی می باشد.,e
هرساله در تاریخ ۲۰ مهرماه مراسم بزرگ‌داشت حافظ در محل آرامگاه او در شیراز با حضور پژوهشگران ایرانی و خارجی برگزار می‌شود. مطابق تقویم رسمی ایران این روز، روز بزرگداشت حافظ نامیده شده‌است.,۲۰ مهر در تقویم ایرانی، روز بزرگداشت حافظ می باشد.,e
آرامگاه سعدی در شمال شرقی شیراز، در دامنهٔ کوه پهندژ و در کنار باغ دلگشا واقع شده‌است. این مجموعه با عنوان سعدیه نیز نامیده می‌شود.,آرامگاه سعدی در شهر شیراز قرار دارد.,e
گوته، شاعر بلندآوازه آلمانی، یکی از شاعران اروپایی است که در خلق آثار خود به ادبیات شرقی و به‌طور خاص، ادبیات فارسی توجه ویژه‌ای داشت. یکی از کتاب‌های وی با نام دیوان غربی-شرقی، به‌طور کاملاً مشهود تحت تأثیر اشعار حافظ سروده‌شده است.,کتاب دیوان غربی-شرقی از گوته از حافظ، شاعر ایرانی تاثیر پذیرفته است.,e
مغالطه شامل گزینش و استفاده از اظهارات درست یا نادرست، مشروح یا مغشوش و منطقی یا غیرمنطقی است.متخصصان جنگ نرم، آن را با «تحریف» یکسان می دانند.,متخصصان جنگ نرم مغالطه را مترادف با تحریف می دانند.,e
«دونالد شاو» و «مک‌کومبز مکسول» واضع نظریه برجسته‌سازی هستند.,اصطلاح برجسته سازی را نخستین باردونالد شاو و مک‌کومبز به کار بردند.,e
شایعات انتقال شفاهی پیام هایی هستند که برای برانگیختن باور مخاطبان و همچنین تاثیر در روحیه آنان ایجاد می شوند.,انتقال شفاهی پیام که برای برانگیختن باور مخاطبان و تاثیر در روحیه آنان صورت می گیرد، شایعه است.,e
ستاد جنگ‌های نامنظم نام ستادی بود که برای فرماندهی جنگ‌های چریکی برپا شد. فرماندهی این ستاد با مصطفی چمران وزیر دفاع وقت بود.,ستاد جنگ‌های نامنظم با مدیریت دکتر چمران اداره می‌شد.,e
در نظریه توقعات فزاینده، جیمز دیویس ادعا می کند که انقلاب از محرومیت نسبی ناشی می‌شود نه از محرومیت مطلق.,نظریه توقعات فزاینده از جیمز دیویس است.,e
یکی از رخدادها و تحوّلات مهمّ نهاد دینی در دوره پهلوی، تأسیس «حوزه علمیّه قم» به کوشش آیت الله شیخ عبدالکریم حائری است. عمده ترین نتیجه تأسیس حوزه علمیّه قم، انتقال مرکزیّت مرجعیّت شیعه از «عتبات عالیات» و «حوزه علمیّه نجف اشرف» به این حوزه بود که تأثیرات فراوانی بر جامعه و مردم ایران بر جای نهاد.,عمده ترین نتیجه تاسیس حوزه علمیه قم توسط آیت الله حائری انتقال مرجعیت از نجف به قم بود.,e
عقاید سیاسی غزالی پیرامون خلافت و سلطنت در ایجاد سازش و اتحاد میان این دو شکل گرفته و بیشتر حاصل مصلحت اندیشی او در توجیه اوضاع موجود است؛ تا از این طریق مقام و شان از دست رفته خلافت را بار دیگر احیاء کند و میان منصب خلافت و سلطنت رابطه نوینی را ایجاد کند.,غزالی به پیوستگی و اتحاد میان خلافت و سلطنت می اندیشید.,e
غزها از زمان ورود سلجوقیان به ایران عنصری پایدار در ترکیب جمعیتی جامعه خراسان شدند. با این وجود غزها در سال ۵۴۸ ه.ق شورش نمودند و موجب سقوط حکومت سلطان سنجر سلجوقی شدند. شورش غزها باعث به اسارت و حبس رفتن سلطان سنجر، استیلای صحراگردان بر شهرهای عمده خراسان و زوال و نابودی قدرت سلجوقیان در شمال شرقی ایران شد.,شورش غزها در خراسان موجب زوال و نابودی قدرت سلجوقیان در این ولایت شد.,e
دیوان انشاء در نقاط مختلف سرزمین هاى اسلامى به نام هاى «دیوان رسائل»، «دیوان ترسل» و «دیوان الطغراء» نیز نامیده مى‌شد. مهم‌ترین وظیفه این دیوان تنظیم و ارسال نامه‌هاى دولتى به ‌ویژه فرمان هاى خلیفه مسلمین به سراسر نقاط قلمرو عالم اسلام بود.,دیوان الطغراء، همان دیوان انشاء بود.,e
از زمان مرگ ملکشاه تا هنگام جانشینی برکیارق اوضاع سلجوقیان نابسامان بود و آنها وارد نزاع‌های خانوادگی شدند. پس در چنین شرایطی بهترین تصمیم این بود، که اسماعیلیان اقتدار و نفوذ خود را در ایران افزایش دهند، و زمینه برای گسترش آنها در قلعه‌های اطراف دامغان و ناحیه شرقی کوهستان های البرز و چند قلعه در منطقه مرزی خوزستان و فارس فراهم آمد.,خرابی و آشفتگی اوضاع حکومت سلجوقی، زمینه را برای گسترش اسماعیلیه در کوهستان و فارس مساعد ساخت.,e
یکی از رویدادهای مهم علمی- مذهبی نیمه دوم قرن پنجم قمری، تأسیس مدارس نظامیه توسط خواجه نظام‌الملک طوسی وزیر مقتدر سلجوقیان بود که مذهب شافعی را تایید و تبلیغ میکردند.,نظامیه هایی که خواجه نظام الملک تأسیس کرد، فقه شافعی را تبلیغ می کرد.,e
رستم بن مرزبان دشمنزیار بنیانگذار سلسله کاکویان و از دودمان باوند تبرستان است. وی با حمایت آل‌بویه شاخه ری، توانست در بخش‌های مرکز و غرب ایران سلسله آل کاکویه را بنیاد کند.,رستم بن مرزبان دشمنزیار، مؤسس سلسله کاکویان بود.,e
پادوسپانیان که آل پادوسبان نیز نامیده شده‌اند، سلسله‌ای ساسانی‌تبار بودند که این سلسله پس از دودمان یاماتو در ژاپن طولانی‌ترین سلسله جهان است که از ۲۲ تا ۱۰۰۶ هجری قمری (در حدود هزار سال) در رویان، نور، کجور و رستمدار حکومت کردند.,پادوسپانان سالیان زیادی در رستمدار ، رویان و نور و کجور حکومت کردند.,e
اوغوزها که در منابع اسلامی «غز» نامیده شده و از قرن یازدهم میلادی در منابع غزنوی با نام ترکمن معروف شده اند.,در منابع غزنوی غزها را ترکمن می نامیدند.,e
در سال ۳۸۵ قمری / ۹۹۳ میلادی امیر ابو العباس مأمون بن محمد با کشتن ابوعبدالله بن احمد حکومت آنان را منقرض کرد و حکومت مامونیان بر سر کار آمد. مأمون پس از قدرت گرفتن در خوارزم لقب خوارزمشاه را برای خود انتخاب کرد و بدین گونه دومین سلسله خوارزمشاهی تأسیس شد.,دودمان مأمونیان پس از قدرت گرفتن در خوارزم به خود لقب خوارزمشاه دادند.,e
آل کاکویه یا بنی کاکویه اصفهان دودمانی از امرای دیلمی (باوندیان) بودند که در دوره فروپاشی دیلمیان در باختر ایران روی کار آمدند. آن‌ها نخستین کسانی بودند که از تجزیه ی امپراتوری آل بویه سود بردند.,اولین کسانی که از تجزیه امپراتوری آل بویه سود بردند، بنی کاکویه اصفهان بودند.,e
تبارنامه ی کامل سلسله آل بویه نخستین بار در کتابی به نام (التاجی) فی اخبار بنی بویه از ابواسحاق صابی آمده است که به دستور عضدالدوله برای ستایش دیلمیان و حکمرانی آنها نوشته شده است.,تبارنامه کامل آل بویه اولین بار در کتاب التاجی صابی تألیف گردید.,e
سیف الدوله که بزرگ‌ترین و نیک‌ترین امیر حمدانی است توانست به قوت اراده و پشتکار اغلب نقاط سوریه را در نوردد و قلمروش را از جنوب تا دمشق و از شمال تا حدود امپراتوری روم (بیزانس) امتداد دهد. اما با مرگ سیف‌الدوله در سال ۳۵۶ ه.ق رومیان با استفاده از آشفتگی اوضاع داخلی حمدانیان و ضعف جانشینان سیف‌الدوله، به جبران شکست های خود پرداختند و دست به تجاوز به مناطق سوریه زدند.,بعد از مرگ سیف الدوله، بیزانس دست به پیشروی در سوریه زد.,e
قرن چهارم قمری در واقع عصر طلایی و شکوفایی تمدن اسلامی است. این امر که باعث بروز و ظهور استعدادهای بالقوه ملل و اقوام دیگر در گستره‌ی نظام سیاسی، اجتماعی و فرهنگی شد، شکوفایی و عظمت مسلمانان را به همراه داشت.,قرن چهارم به عصر طلایی برای مسلمانان شهرت دارد.,e
سبکتکین در واقع یکی از غلامان ترک تبار بود که در غزنه حکومت را در دست گرفت. گردش چرخ سلطنت غزنوی هزینه های سنگین می طلبید. از دیدگاه سبکتکین مؤثرین راه اداره و بقای دولت و تأمین هزینه های مالیِ اردو کشی های نظامی، توسعه طلبی بود.,به نظر سبکتکین بهترین راه برای تأمین بقای دولت غزنه در پیش گرفتن سیاست توسعه طلبی بود.,e
حُدودالعالم من المشرق الی المغرب، از کتاب‌های منثور فارسی سده ۴ ق است. حدودالعالم، نخستین کتاب جغرافیا به زبان فارسی است. این کتاب به امیر «ابوحارث محمد فریغونی»، از حکمرانان سرزمین گوزگان، واقع در شمال افغانستان امروزی اهدا شده و تدوین این کتاب احتمالاً جهت راهنمایی او بوده است.,کتاب حدود العالم نخستین رساله جغرافیایی به فارسی، برای امیر فریغونی نوشته شده بود.,e
در زمان سامانیان عامه مردم خراسان و ماوراء النهر به حکومت وفادار بودند. حکومتی که در نظر مردم و علمای آن دیار حامی اسلام و مملکت، دادگر و دین پرور و مشوق علم و پناه دانشمندان به شمار میرفت چنان محبوبیتی به دست آورده بود که بتواند با وفاداری مردم دوام و دیر پایی خویش را تضمین کند و بیشتر از آنچه انتظار میرفت بتواند بر اریکه قدرت بماند.,انقراض دولت سامانی به دلیل وفاداری مردم به آل سامان، دیرتر از آنچه انتظار می رفت اتفاق افتاد.,e
کشاورزی از اواخر روزگار سامانیان در نیمه دوم قرن ۴ هجری قمری کم‌کم دچار اختلال شد. از خصایص دوره آخر دولت سامانی در ماوراءالنهر و خراسان زوال طبقه دهقان و زوال مناطق روستایی بود که موجب فقر و بی‌نوایی دهقانان گردید. در این دوره طبقه دهقان قدرت و نفوذ خود را از دست داده و در شهرها تورم کارگر به وجود آمد.,از خصایص دوره آخر دولت سامانی در ماوراءالنهر و خراسان زوال طبقه دهقان بود.,e
ابودلف معاصر با نصربن احمد سامانی است. در همین روزگار پادشاه چین، برای جلب دوستی امیر نصر سامانی فرستاده ای به بخارا گسیل داشت و به خویشاوندی دو خاندان اظهار تمایل نمود. چون سفیر چین قصد بازگشت می نماید، امیر نصر، ابودلف خزرجی را برای همراهی با سفیر پادشاه چین به عنوان سفیر خود تا سندابیل پایتخت چین، مأمور می کند.,ابودلف از سوی امیر نصر سامانی به عنوان سفیر به چین رفت.,e
نوح یکم سامانی (نوح بن نصر) معروف به امیر حمید و دارای کنیه ابومحمد (۳۴۳ – ۳۳۱ ه. ق) از پادشاهان سامانی بود. نوح بن نصر در سال ۳۳۱ ه.ق به جای پدر در بخارا فرمانروای فرارود شد.,امیر حمید لقب نوح بن نصر سامانی بود.,e
رزیق، جدِ طاهر بن حسین، نخستین والی طاهری خراسان بود. طاهر بن حسین، یکی از سرداران مأمون عباسی بود که از طرف او امیر خراسان شد و بعد از آن که عدم اطاعت خود را از مأمون اعلام کرد، اولین حکومت مستقل ایرانی بعد از اسلام را به نام طاهریان تشکیل داد.,رزیق جد موسس سلسله ی ایرانی طاهریان بود.,e
متنفذترین و محترم‌ترین بخش جمعیت محلی در دوره سلجوقی گروهی بودند که طبقات مذهبی را تشکیل می‌دادند و بسیاری از آنان پیروان زیادی در میان مردم داشتند. طبقات مذهبی در اصنافی سازمان یافته بودند در شهرهای بزرگ، شافعیان و حنفیان و هر مذهب دیگری یک رئیس داشتند که گاه منشور منصب خود را از سلطان می‌گرفتند.,در دوران سلجوقی متنفذترین و محترمترین بخش جمعیت محلی را گروه مذهبی تشکیل می دادند.,e
"خلاصه اینکه اقتصاد ایران در قرن نوزدهم با توجه به شاخصه های کشاورزی و صنعتی , اقتصادی معیشتی بود.",ایران در قرن نوزدهم اقتصاد معیشتی داشت.,e
کار اصلی دیوان رسایل و انشا (دیوان طغرا) عبارت از کشیدن خط قوسی بر روی نامه‌ها و فرمان‌ها بود که به معنای مهر تایید سلطان بر اجرای یک فرمان محسوب می‌شد که به رئیس این دیوان طغرایی گفته می‌شد. دیوان اشراف نیز همانند دیوان استیفا مامورانی داشت که به آن‌ها مشرف می‌گفتند و زیر دست رئیس دیوان اشراف که به وی مشرف کل می‌گفتند به فعالیت می‌پرداختند.,رئیس دیوان انشاء، طغرایی خوانده می شد.,e
پس از مرگ سلطان مسعود در ۵۴۷ ق. خلیفه عباسی المقتفی که از تباهی های امیران سلطان مسعود در بغداد همچون مسعود بلالی در ترس و وحشت بود، ۶۰ تن از امرای اقطاعی و صاحب منصبان سلاجقه را از عراق بیرون راند.,خلیفه المقتفی پس از مرگ سلطان مسعود، امرا و صاحب منصبان سلجوقیان را از عراق بیرون کرد.,e
ملکشاه بر اثر بیماری، درمی‌گذرد و سلطان تکش پسر دوم خود یعنی علاءالدین محمد خوارزمشاه را به جانشینی او برمی‌گزیند. این انتصاب موجب اعتراضاتی از سوی فرزندان ملکشاه به خصوص هندو خان شد. هندو خان، نیز ادعای جانشینی پدرش را کرد.,اعتراض هندو خان بن ملکشاه بر سر جانشینی علاء الدین محمد خوارزمشاه بود.,e
هنگامی که مسعود بلالی و ابن‌القش با جلب رضایت سلطان محمد سلجوقی به بغداد تاختند، یحیی ابن هبیره آنان را درهم شکست و در پی این واقعه لقب «سلطان العراق ملک الجیوش» به ابن هبیره داده شد.,یحیی ابن هبیره بعد از شکست مسعود بلالی ملقب به «سلطان العراق و ملک الجیوش» شد.,e
ابوکالیجار مرزبان بویهی پسر سلطان‌الدوله دیلمی، هفتمین تن از پادشاهان دیلمی فارس، ملقب به عزالملوک، عمادالدین، عماد لِدین و عمادالدوله بود. او پس از مرگ پدر، به دعوت اوحد ابومحمد بن مکرم، برای استقرار بر تخت به شیراز خوانده شد. به دستور وی برای نخستین بار گرداگرد شیراز را حصار و بارو کشیدند.,اولین بار عمادالدین ابو کالیجار بویهی بر گرد شیراز دیوار کشید.,e
آلتونتاش در بهار ۴۲۳ق/۱۰۳۲م با لشکر خود برای نبرد با علی‌تگین رهسپار ماوراءالنهر شد. علی‌تگین به دبوسیه عقب‌نشینی کرد. در نبرد دبوسیه، آلتونتاش در مصاف با نیروهای اصلی علی‌تگین که سلجوقیان نیز در میان آنان بودند، پیروزی قطعی به دست نیاورد و خود نیز به سختی زخمی شد.,سلجوقیان در نبرد دبوسیه با التونتاش جنگیدند.,e
در سده‌ی چهارم قمری/دهم میلادی قرلق‌ها مسلمان شدند و نخستین پادشاه آن‌ها سُتوک (سُتُق) بُغراخان بود که بعد از مسلمان شدن نامش را به عبدالکریم تغییر داد. او از کاشغر بر قوم خود فرمانروایی می‌کرد.,نخستین پادشاه قرلقان که اسلام پذیرفت، ستوک بغراخان بود.,e
سلطان محمود غزنوی همواره دقت داشت تا نام خلیفه را در سکه هایش بگنجاند و از غنایم جنگی هدایایی برای خلیفه به بغداد بفرستد. او در تمام فعالیت ها همچون پادشاهی مستقل عمل میکرد جزآن که به خاطر قبول سیادت رحمانی و روحانی خلفا بر روی تمام سکه هایی که از سال ۳۸۹ق/۹۹۹م ضرب کرده برای خود لقب ولی امیرالمومنین را نقش کرده است.,سلطان محمود غزنوی برای نشان دادن قبول سیادت روحانی خلفا بر روی سکه هایی که از سال ۳۸۹ق. ۹۹۹م. ضرب کرده، لقب ولی امیرالمؤمنین را به خود داده است.,e
ابوابراهیم اسماعیل منتصر آخرین بازمانده از امیران سامانی بود او در سال ۳۹۵ق به همراه هشت تن از افراد وفادارش پس از شکست از قراخانیان گریخت و به یکی از طوایف عرب به نام ابن بهیج که چادرنشین بودند، پناه بردند. اینان ابتدا از وی استقبال نمودند؛ ولی چون از قبل توسط سلطان محمود از آنان خواسته شده بود که ضد منتصر وارد جنگ شوند، چون هنگام شب شد، بر او هجوم برده، و او را به قتل رساندند.,آخرین امیر سامانی که از «قراخانیان» شکست خورد و در ۳۹۵ق توسط قبیله عربی که به وی پناه برده بود، کشته شد، اسماعیل منتصر است.,e
جیهانی شخصیتی فاضل، ادیب، فیلسوف و منجم و از پیشگامان علم جغرافیا بوده است. این وزیر دانشمند و باکفایت سامانی بر اثر فشار فقهای‌ بخارا و به‌ اتهام‌ زندقه‌، الحاد، کفر و ترویج آن برکنار شده‌ و به‌ بی‌کفایتی‌ و تفرعن‌ متهم‌ گردید.,جیهانی، وزیر سامانیان دانشمند و جغرافیدان بود؛ لیکن به گمان داشتن اعتقادات کفر آمیز و یا احتمال ترویج آن، از کار برکنار شد.,e
غسان بن عباد، یکی از والیان خراسان در مدتی از خلافت مأمون عباسی بود. او به سفارش مامون نوح بن اسد را به حکومت سمرقند، احمد بن اسد را به امارت فرغانه و یحیی بن اسد را به حکومت شاش و اشروسنه فرستاد و حکومت هرات را به الیاس بن اسد داد.,حکومت شهرهای (سمرقند - فرغانه - شاش - هرات) توسط «غسان بن عباد» والی مأمون عباسی در خراسان به ترتیب به نوح - أحمد - یحیی - الیاس سپرده شد.,e
خَلَف بن اَحمَد (خلف بن ابو جعفر بن لیث) ملقب به امیر خلف بانو، آخرین امیر صفاری بود که بر سیستان حکم راند. در زمان او ، و به دستورش، تفسیری بزرگ شامل صد جلد برای قرآن نوشته شد. دوران فرمانروایی این واپسین امیر صفاری که خلیفه به او لقب ولی الدوله داده بود حدود چهل سال به طول انجامید.,امیر خلف صفاری از خلیفه لقب «ولی الدوله» گرفت و به سفارش وی تفسیری صد جلدی از قرآن نوشته شد.,e
در سال ۲۴۸ق/ ۸۶۲ م یکی از فرماندهان سپاه یعقوب بیش از ده هزار تن از خوارج سیستان را وارد سپاه یعقوب کرد. خوارج سپاه یعقوب دسته ویژه ایی را به نام «جیوش الشراه» تشکیل می دادند. یعقوب همه یاران و مهتران خوارج را خلعت داد و عارض را فرمان داد تا نام هایشان را در دیوان عرض ثبت کنند و به آنها بیستگانی (مواجب) دهند.,در سال ۲۴۸ق. ۸۶۲م. دسته ای به نام جیوش الشراه که از خوارج سیستانی بودند به یعقوب پیوستند و از دیوان وی مواجب (بیستگانی) می گرفتند.,e
بنا به گفته بارتولد: عهد سیادت دودمان سامانیان و طاهریان در خراسان را بهتر است عصر استبداد مطلقه منوره بدانیم. طاهریان و سامانیان می‌کوشیدند حکومت و قدرت استوار، و آرامش در کشور به وجود آورند.,بارتولد، دوره حکومت طاهریان در خراسان را «عصر استبداد مطلقه منوره» خوانده است.,e
اروپای قرن نوزدهم که تحت تأثیر شرایط انقلاب صنعتی قرار داشت، به پیشرفت های فراوانی در زمینه فناوری رسیده بود. بنابراین به دنبال منطقه نفوذی برای خود بود.,اروپای قرن نوزدهم به دنبال منطقه نفوذی برای خود بود.,e
کودتاچیان از پیکره قدرت حاکم بر می­خیزند و پایگاه مردمی ندارند در حالی که عنصر اصلی تشکیل دهنده انقلاب خود مردم هستند که در مقابل قدرت حاکم قرار دارند.,کودتاچیان از پیکره قدرت حاکم بر میخیزند و پایگاه مردمی ندارند.,e
شهید مطهری معتقد است انقلاب، طغیان و عصیان مردم علیه نظام حاکم موجود برای ایجاد وضع مطلوب است.,شهید مطهری انقلاب را مقوله عصیان و طغیان می داند.,e
از آنجا که گفتمان انقلاب بر پایه سیادت معنویت و دین سالاری است، طبعادر مسیر خود چالش هایی چون سکولاریسم را پیش روی خود خواهد داشت.,گفتمان انقلاب برپایه سیادت معنویت و دین سالاری قرار دارد.,e
بحران مالی ۲۰۰۷–۲۰۰۸ که به بحران مالی جهانی و بحران مالی ۲۰۰۸ نیز مشهور است، توسط بسیاری از اقتصاددانان به عنوان بدترین بحران مالی از زمان رکود بزرگ دههٔ ۱۹۳۰ شناخته می‌شود. بحران مالی جهانی از آمریکا آغاز و دامنگیر اکثر کشورها شد.,در سال ۲۰۰۸ بحران مالی دامنگیر آمریکا شد.,e
توماس وودرو ویلسون رئیس‌جمهور ایالات متحده آمریکا پیشنهادهای خود را برای دنیای پس از جنگ جهانی اول اعلام کرد. این پیشنهادها به اعلامیه چهارده ماده‌ای ویلسون مشهور است.پیشنهادهای ویلسون شامل سه محور عمده بود.محور سوم دربرگیرنده مجمعی از کشورها بود که برای حفظ صلح فعالیت می‌کرد.,در پایان جنگ جهانی اول ویلسون رئیس جمهور آمریکا اصول چهارده گانه ای را برای صلح پایدار اعلام کرد.,e
حضرت آیت الله خامنه ای اولین هشدارها را نسبت به توطئه جدید دشمن که عبارت از تهاجم فرهنگی بود به گوش مردم رساندند و بعدها با تعبیر «شبیخون فرهنگی» ابعاد و وسعت بیشتر این خطر را گوشزد کردند.,بحث های تهاجم فرهنگی را بعدها رهبر انقلاب شبیخون فرهنگی نامیدند.,e
طبق پژوهش سال ۸۳ در اهداف و ارزش های فرهنگی انقلاب، شعارهای مطرح آن‌ها، ارزش شهادت و جانبازی(۴۱درصد)، اهمیت دین اسلام و ضرورت توجه به آن(۳۱درصد)، ارزش حجاب اسلامی(۶درصد) را شامل می شود.,برپایه پژوهش در سال ۸۳ در شعارهای مطرح شده در انقلاب اسلامی بیشترین تاکید بر ارزش شهادت و جانبازی بوده است.,e
ایران در سال ۱۳۲۱ شمسی شاهد حضور سی هزار سرباز آمریکایی در ایران بود تا بر جریان حمل و نقل مهمات و آذوقه به شوروی نظارت کنند.,حضور سربازان آمریکایی در سال ۱۳۲۱ شمسی به منظور نظارت بر حمل و نقل مهمات و آذوقه به شوروی صورت گرفت.,e
یکی از بارز ترین صحنه های پیروزی جنبش بیداری اسلامی و حرکت در راستای تعالی خواهی،در نهضت ملی شدن صنعت نفت نمودار شد.این نهضت مهم ترین حرکت ضد استعماری دهه ۱۳۲۰ به شمار می رود.,مهمترین حرکت ضد استعماری دهه ۱۳۲۰ مردم ایران جنبش ملی شدن نفت نام دارد.,e
قیام پانزده خرداد در واقع نمودار جدی تر روحانیان به فعالیت های سیاسی بود. بازاریان نیز با چرخشی معنادار از ایدئولوژی ملی گرایانه دهه های پیش به سوی ایدئولوژی اسلام سیاسی به رهبری مراجع تقلید و روحانیان روی آوردند.,در پی رویداد قیام ۱۵ خرداد روحانیون گرایش جدی تری به فعالیت های سیاسی داشتند و بازاریان چرخشی معنادار از ایدئولوژی ملی گرایانه به اسلام سیاسی داشتند.,e
تصحیحات محمدرضا شفیعی کدکنی نمونهٔ اعلای تصحیح انتقادی متن است، اسرارالتوحید، مصیبت‌نامه، الهی‌نامه، منطق‌الطیر، اسرارنامه، مقامات و حالات ابوسعید، نوشته بر دریا (مقامات ابوالحسن خرقانی)، مرموزات اسدی در مرموزات داوودی، بهترین نمونه‌های تصحیح انتقادی متن در ادبیات فارسی هستند.,تصحیح کتاب منطق‌الطیر از آثار محمدرضا شفیعی کدکنی است.,e
"شفیعی کدکنی در کتاب زبان شعر در نثر صوفیه، شعر فارسی را به خاطر مسئله ""ردیف"" که در هیچ زبان دیگری امکان کاربرد آن را نمی‌توان یافت، ممتاز دانسته‌است.",وجود ویژگی ردیف در شعر فارسی، در هیچ زبان دیگری وجود ندارد.,e
در میان آثار نظری محمدرضا شفیعی کدکنی کتاب، موسیقی و شعر جایگاهی ویژه دارد و در میان مجموعه اشعارش در کوچه باغ‌های نشابور آوازه بیشتری دارد.,"مجموعه شعر ""در کوچه باغ‌های نشابور"" از آثار محمدرضا شفیعی کدکنی است.",e
محمدرضا شفیعی کَدْکَنی (زادهٔ ۱۹ مهر ۱۳۱۸/ ۱۹۳۹ در کدکن) فقیه، ادیب، نویسنده، پژوهشگر و شاعر با تخلص م. سرشک اهل ایران است.,"تخلص محمدرضا شفیعی کَدْکَنی، ""م. سرشک"" می باشد.",e
در آثار بیدل، افکار عرفانی با مضامین پیچیده، استعارات، و کنایات به‌هم آمیخته، و خیال‌پردازی و ابداع مضامین تازه با دقت و موشکافی زیادی همراه گردیده‌است. در نظم و نثر سبکی خاص دارد، و از بهترین نمونه‌های سبک هندی به‌شمار می‌آید.,سبک شعری بیدل دهلوی سبک هندی بود.,e
اصل تفکیک قوا، به معنی تقسیم قدرت بین سه قوه مقننه، مجریه و قضائیه، دستاورد مونتسکیو فیلسوف و متفکر فرانسوی قرن هیجدهم است.,مونتسکیو را بنیانگذار نظریه تفکیک قوا می دانند.,e
طبق اصل ۴۴، اقتصاد در بخش دولتی شامل کلیه صنایع بزرگ، صنایع مادر، بازرگانی خارجی، معادن بزرگ، بانک‌داری، بیمه است که به صورت مالکیت عمومی و در اختیار دولت است.,یکی از زیرمجموعه‌های اقتصاد دولتی، صنایع مادر می‌باشد.,e
منابع عام در قانونگذاری عبارتند از: قانون اساسی، قانون عادی، مصوبات قوه مجریه، فرامین و احکام رؤسای کشورها، عرف، رویه قضایی و دکترین (نظریه اندیشمندان حقوقی).,یکی از منابع عام در قانونگذاری، قانون اساسی می‌باشد.,e
منابع عام آن دسته از منابع است که تقریبا در تمام کشورها به عنوان منبع حقوق اساسی پذیرفته شده اند.,آن دسته از منابع حقوق اساسی در بیشتر کشورها مورد توجه می‌باشد را منابع عام می‌گویند.,e
دیوان عالی ایالات متحده آمریکا بر اساس قانون اساسی علاوه بر وظیفه داوری میان دادگاه‌های مختلف و صدور احکام نهایی، مسئولیت نظارت بر حسن اجرای قانون اساسی را نیز بر عهده دارد.,دیوان عالی ایالات متحده آمریکا وظیفه نظارت بر قانون اساسی را ایفا می نماید.,e
نظام ریاستی، نظام سیاسی‌ای است که در آن تفکیک قوا به طور مطلق در قانون اساسی اعلام شده است؛ مانند نظام سیاسی ایالات متحده امریکا.,تفکیک قوا در رژیم سیاسی آمریکا بر اساس نظام ریاستی قرار دارد.,e
